,vector,Fitnes
0,"[0.         0.         0.008      0.         0.008      0.009
 0.         0.         0.017      0.016      0.         0.002
 0.016      0.         0.         0.012      0.         0.002
 0.         0.003      0.         0.         0.006      0.
 0.         0.002      0.013      0.         0.001      0.009
 0.007      0.015      0.013      0.011      0.01       0.
 0.018      0.006      0.004      0.         0.         0.007
 0.001      0.006      0.001      0.005      0.         0.
 0.         0.01       0.011      0.007      0.003      0.008
 0.013      0.001      0.         0.         0.005      0.013
 0.         0.017      0.007      0.         0.015      0.014
 0.012      0.015      0.012      0.017      0.006      0.
 0.         0.         0.         0.007      0.         0.001
 0.         0.014      0.008      0.011      0.014      0.008
 0.007      0.003      0.014      0.015      0.         0.016
 0.         0.         0.         0.014      0.006      0.008
 0.         0.         0.012      0.011      0.006      0.
 0.015      0.006      0.         0.002      0.005      0.002
 0.006      0.013      0.018      0.011      0.005      0.
 0.011      0.         0.01       0.017      0.008      0.
 0.009      0.         0.         0.009      0.         0.012
 0.008      0.01       0.         0.         0.015      0.002
 0.01       0.007      0.         0.006      0.         0.
 0.         0.018      0.         0.017      0.01       0.004
 0.013      0.01       0.         0.         0.003      0.017
 0.         0.018      0.007      0.001      0.011      0.013
 0.         0.         0.         0.         0.         0.015
 0.         0.005      0.001      0.         0.014      0.
 0.         0.         0.006      0.         0.011      0.
 0.65456821]",0.6545682102628285
1,"[0.         0.         0.008      0.         0.008      0.009
 0.         0.         0.017      0.016      0.         0.002
 0.016      0.         0.         0.012      0.         0.002
 0.         0.003      0.         0.         0.006      0.
 0.         0.002      0.013      0.         0.001      0.009
 0.007      0.015      0.013      0.011      0.01       0.
 0.018      0.006      0.004      0.         0.         0.007
 0.001      0.006      0.001      0.005      0.         0.
 0.         0.01       0.011      0.007      0.003      0.008
 0.013      0.001      0.         0.         0.005      0.013
 0.         0.017      0.007      0.         0.015      0.014
 0.012      0.015      0.012      0.017      0.006      0.
 0.         0.         0.         0.007      0.         0.001
 0.         0.014      0.008      0.011      0.014      0.008
 0.007      0.003      0.014      0.015      0.         0.016
 0.         0.         0.         0.014      0.006      0.008
 0.         0.         0.012      0.011      0.006      0.
 0.015      0.006      0.         0.002      0.005      0.002
 0.006      0.013      0.018      0.011      0.005      0.
 0.011      0.         0.01       0.017      0.008      0.
 0.009      0.         0.         0.009      0.         0.012
 0.008      0.01       0.         0.         0.015      0.002
 0.01       0.007      0.         0.006      0.         0.
 0.         0.018      0.         0.017      0.01       0.004
 0.013      0.01       0.         0.         0.003      0.017
 0.         0.018      0.007      0.001      0.011      0.013
 0.         0.         0.         0.         0.         0.015
 0.         0.005      0.001      0.         0.014      0.
 0.         0.         0.006      0.         0.011      0.
 0.65456821]",0.6545682102628285
2,"[0.         0.         0.008      0.         0.008      0.009
 0.         0.         0.017      0.016      0.         0.002
 0.016      0.         0.         0.012      0.         0.002
 0.         0.003      0.         0.         0.006      0.
 0.         0.002      0.013      0.         0.001      0.009
 0.007      0.015      0.013      0.011      0.01       0.
 0.018      0.006      0.004      0.         0.         0.007
 0.001      0.006      0.001      0.005      0.         0.
 0.         0.01       0.011      0.007      0.003      0.008
 0.013      0.001      0.         0.         0.005      0.013
 0.         0.017      0.007      0.         0.015      0.014
 0.012      0.015      0.012      0.017      0.006      0.
 0.         0.         0.         0.007      0.         0.001
 0.         0.014      0.008      0.011      0.014      0.008
 0.007      0.003      0.014      0.015      0.         0.016
 0.         0.         0.         0.014      0.006      0.008
 0.         0.         0.012      0.011      0.006      0.
 0.015      0.006      0.         0.002      0.005      0.002
 0.006      0.013      0.018      0.011      0.005      0.
 0.011      0.         0.01       0.017      0.008      0.
 0.009      0.         0.         0.009      0.         0.012
 0.008      0.01       0.         0.         0.015      0.002
 0.01       0.007      0.         0.006      0.         0.
 0.         0.018      0.         0.017      0.01       0.004
 0.013      0.01       0.         0.         0.003      0.017
 0.         0.018      0.007      0.001      0.011      0.013
 0.         0.         0.         0.         0.         0.015
 0.         0.005      0.001      0.         0.014      0.
 0.         0.         0.006      0.         0.011      0.
 0.65456821]",0.6545682102628285
3,"[0.         0.         0.008      0.         0.008      0.009
 0.         0.         0.017      0.016      0.         0.002
 0.016      0.         0.         0.012      0.         0.002
 0.         0.003      0.         0.         0.006      0.
 0.         0.002      0.013      0.         0.001      0.009
 0.007      0.015      0.013      0.011      0.01       0.
 0.018      0.006      0.004      0.         0.         0.007
 0.001      0.006      0.001      0.005      0.         0.
 0.         0.01       0.011      0.007      0.003      0.008
 0.013      0.001      0.         0.         0.005      0.013
 0.         0.017      0.007      0.         0.015      0.014
 0.012      0.015      0.012      0.017      0.006      0.
 0.         0.         0.         0.007      0.         0.001
 0.         0.014      0.008      0.011      0.014      0.008
 0.007      0.003      0.014      0.015      0.         0.016
 0.         0.         0.         0.014      0.006      0.008
 0.         0.         0.012      0.011      0.006      0.
 0.015      0.006      0.         0.002      0.005      0.002
 0.006      0.013      0.018      0.011      0.005      0.
 0.011      0.         0.01       0.017      0.008      0.
 0.009      0.         0.         0.009      0.         0.012
 0.008      0.01       0.         0.         0.015      0.002
 0.01       0.007      0.         0.006      0.         0.
 0.         0.018      0.         0.017      0.01       0.004
 0.013      0.01       0.         0.         0.003      0.017
 0.         0.018      0.007      0.001      0.011      0.013
 0.         0.         0.         0.         0.         0.015
 0.         0.005      0.001      0.         0.014      0.
 0.         0.         0.006      0.         0.011      0.
 0.65456821]",0.6545682102628285
4,"[0.         0.         0.008      0.         0.008      0.009
 0.         0.         0.017      0.016      0.         0.002
 0.016      0.         0.         0.012      0.         0.002
 0.         0.003      0.         0.         0.006      0.
 0.         0.002      0.013      0.         0.001      0.009
 0.007      0.015      0.013      0.011      0.01       0.
 0.018      0.006      0.004      0.         0.         0.007
 0.001      0.006      0.001      0.005      0.         0.
 0.         0.01       0.011      0.007      0.003      0.008
 0.013      0.001      0.         0.         0.005      0.013
 0.         0.017      0.007      0.         0.015      0.014
 0.012      0.015      0.012      0.017      0.006      0.
 0.         0.         0.         0.007      0.         0.001
 0.         0.014      0.008      0.011      0.014      0.008
 0.007      0.003      0.014      0.015      0.         0.016
 0.         0.         0.         0.014      0.006      0.008
 0.         0.         0.012      0.011      0.006      0.
 0.015      0.006      0.         0.002      0.005      0.002
 0.006      0.013      0.018      0.011      0.005      0.
 0.011      0.         0.01       0.017      0.008      0.
 0.009      0.         0.         0.009      0.         0.012
 0.008      0.01       0.         0.         0.015      0.002
 0.01       0.007      0.         0.006      0.         0.
 0.         0.018      0.         0.017      0.01       0.004
 0.013      0.01       0.         0.         0.003      0.017
 0.         0.018      0.007      0.001      0.011      0.013
 0.         0.         0.         0.         0.         0.015
 0.         0.005      0.001      0.         0.014      0.
 0.         0.         0.006      0.         0.011      0.
 0.65456821]",0.6545682102628285
5,"[0.011      0.         0.         0.         0.         0.
 0.002      0.008      0.019      0.         0.015      0.017
 0.         0.         0.         0.006      0.         0.008
 0.001      0.003      0.021      0.         0.007      0.021
 0.001      0.001      0.003      0.001      0.001      0.
 0.007      0.018      0.         0.         0.011      0.
 0.         0.007      0.         0.         0.009      0.016
 0.001      0.007      0.001      0.015      0.         0.
 0.         0.016      0.         0.008      0.005      0.009
 0.001      0.003      0.         0.         0.006      0.015
 0.         0.         0.007      0.         0.013      0.016
 0.005      0.017      0.014      0.002      0.007      0.
 0.         0.         0.         0.001      0.         0.006
 0.         0.015      0.009      0.         0.021      0.017
 0.015      0.         0.009      0.006      0.         0.015
 0.         0.003      0.011      0.008      0.007      0.
 0.         0.         0.007      0.005      0.         0.013
 0.021      0.         0.         0.002      0.006      0.002
 0.007      0.         0.021      0.014      0.         0.
 0.016      0.         0.         0.019      0.017      0.008
 0.01       0.         0.         0.017      0.         0.
 0.         0.011      0.003      0.         0.017      0.002
 0.011      0.008      0.008      0.         0.008      0.003
 0.         0.021      0.         0.015      0.         0.005
 0.         0.002      0.         0.         0.003      0.003
 0.         0.         0.014      0.001      0.018      0.016
 0.008      0.022      0.         0.         0.006      0.021
 0.008      0.007      0.001      0.018      0.         0.
 0.         0.         0.006      0.         0.013      0.011
 0.82853567]",0.8285356695869838
6,"[0.011      0.         0.         0.         0.         0.
 0.002      0.008      0.019      0.         0.015      0.017
 0.         0.         0.         0.006      0.         0.008
 0.001      0.003      0.021      0.         0.007      0.021
 0.001      0.001      0.003      0.001      0.001      0.
 0.007      0.018      0.         0.         0.011      0.
 0.         0.007      0.         0.         0.009      0.016
 0.001      0.007      0.001      0.015      0.         0.
 0.         0.016      0.         0.008      0.005      0.009
 0.001      0.003      0.         0.         0.006      0.015
 0.         0.         0.007      0.         0.013      0.016
 0.005      0.017      0.014      0.002      0.007      0.
 0.         0.         0.         0.001      0.         0.006
 0.         0.015      0.009      0.         0.021      0.017
 0.015      0.         0.009      0.006      0.         0.015
 0.         0.003      0.011      0.008      0.007      0.
 0.         0.         0.007      0.005      0.         0.013
 0.021      0.         0.         0.002      0.006      0.002
 0.007      0.         0.021      0.014      0.         0.
 0.016      0.         0.         0.019      0.017      0.008
 0.01       0.         0.         0.017      0.         0.
 0.         0.011      0.003      0.         0.017      0.002
 0.011      0.008      0.008      0.         0.008      0.003
 0.         0.021      0.         0.015      0.         0.005
 0.         0.002      0.         0.         0.003      0.003
 0.         0.         0.014      0.001      0.018      0.016
 0.008      0.022      0.         0.         0.006      0.021
 0.008      0.007      0.001      0.018      0.         0.
 0.         0.         0.006      0.         0.013      0.011
 0.82853567]",0.8285356695869838
7,"[ 0.          0.005       0.          0.          0.          0.
  0.          0.009       0.004      -0.003       0.016       0.016
  0.          0.017       0.001       0.          0.          0.01
  0.007       0.003       0.          0.          0.016       0.023
  0.001       0.          0.014       0.001       0.004       0.
  0.005       0.02        0.018       0.          0.013       0.
  0.01        0.008       0.          0.004       0.01        0.008
  0.          0.008       0.001       0.016       0.          0.
  0.          0.001       0.          0.009       0.003       0.001
  0.001       0.          0.014       0.004       0.007       0.
  0.          0.          0.008       0.005       0.014       0.
  0.012       0.016       0.015       0.007       0.017       0.01
  0.          0.011       0.          0.003       0.009       0.
  0.          0.014       0.01        0.          0.015       0.018
  0.007       0.          0.          0.          0.008       0.007
  0.          0.021       0.          0.015       0.01        0.
  0.          0.02        0.008       0.008       0.          0.014
  0.002       0.009       0.008       0.002       0.007       0.002
  0.008       0.          0.009       0.015       0.005       0.
  0.016       0.          0.          0.01        0.018       0.009
  0.          0.007       0.          0.005       0.          0.011
  0.          0.01        0.          0.          0.004       0.01
  0.          0.          0.          0.          0.003       0.004
  0.008       0.023       0.          0.013       0.          0.011
  0.005       0.          0.          0.002       0.001       0.
  0.014       0.          0.014       0.          0.017       0.017
  0.009       0.009       0.          0.          0.004       0.01
  0.005       0.          0.001       0.005       0.          0.01
  0.          0.012       0.012       0.          0.005       0.012
  0.85481852]",0.8548185231539425
8,"[ 0.          0.006       0.          0.          0.          0.
  0.          0.          0.004      -0.003       0.005       0.
  0.          0.017       0.001       0.          0.          0.002
  0.007       0.008       0.004       0.          0.007       0.
  0.008       0.001       0.014       0.          0.004       0.
  0.008       0.02        0.          0.          0.013       0.011
  0.          0.013       0.014       0.004       0.01        0.008
  0.018       0.          0.          0.016       0.006       0.
  0.          0.001       0.011       0.008       0.006       0.005
  0.009       0.003       0.014       0.006       0.014       0.
  0.          0.          0.008       0.          0.          0.016
  0.009       0.          0.015       0.          0.013       0.015
  0.006       0.011       0.          0.003       0.          0.
  0.006       0.002       0.002       0.          0.013       0.007
  0.007       0.008       0.007       0.          0.009       0.016
  0.          0.021       0.009       0.          0.          0.
  0.          0.01        0.007       0.          0.          0.014
  0.          0.009       0.          0.002       0.007       0.
  0.          0.          0.018       0.015       0.01        0.
  0.011       0.007       0.          0.019       0.003       0.009
  0.01        0.015       0.008       0.          0.          0.011
  0.001       0.          0.          0.          0.026       0.002
  0.01        0.          0.013       0.009       0.008       0.004
  0.005       0.017       0.          0.016       0.          0.004
  0.005       0.          0.          0.002       0.007       0.017
  0.          0.011       0.014       0.          0.011       0.017
  0.          0.022       0.004       0.          0.015       0.01
  0.          0.          0.          0.005       0.          0.009
  0.004       0.008       0.006       0.012       0.008       0.007
  0.85732165]",0.8573216520650814
9,"[ 0.          0.006       0.          0.          0.          0.
  0.          0.          0.004      -0.003       0.005       0.
  0.          0.017       0.001       0.          0.          0.002
  0.007       0.008       0.004       0.          0.007       0.
  0.008       0.001       0.014       0.          0.004       0.
  0.008       0.02        0.          0.          0.013       0.011
  0.          0.013       0.014       0.004       0.01        0.008
  0.018       0.          0.          0.016       0.006       0.
  0.          0.001       0.011       0.008       0.006       0.005
  0.009       0.003       0.014       0.006       0.014       0.
  0.          0.          0.008       0.          0.          0.016
  0.009       0.          0.015       0.          0.013       0.015
  0.006       0.011       0.          0.003       0.          0.
  0.006       0.002       0.002       0.          0.013       0.007
  0.007       0.008       0.007       0.          0.009       0.016
  0.          0.021       0.009       0.          0.          0.
  0.          0.01        0.007       0.          0.          0.014
  0.          0.009       0.          0.002       0.007       0.
  0.          0.          0.018       0.015       0.01        0.
  0.011       0.007       0.          0.019       0.003       0.009
  0.01        0.015       0.008       0.          0.          0.011
  0.001       0.          0.          0.          0.026       0.002
  0.01        0.          0.013       0.009       0.008       0.004
  0.005       0.017       0.          0.016       0.          0.004
  0.005       0.          0.          0.002       0.007       0.017
  0.          0.011       0.014       0.          0.011       0.017
  0.          0.022       0.004       0.          0.015       0.01
  0.          0.          0.          0.005       0.          0.009
  0.004       0.008       0.006       0.012       0.008       0.007
  0.85732165]",0.8573216520650814
