,vector,curvaSA
0,"[0.004 0.    0.    0.    0.    0.005 0.012 0.015 0.    0.005 0.    0.006
 0.01  0.012 0.    0.001 0.    0.012 0.012 0.    0.    0.007 0.    0.014
 0.001 0.015 0.    0.    0.014 0.014 0.002 0.    0.005 0.01  0.013 0.
 0.003 0.    0.    0.003 0.001 0.011 0.005 0.012 0.007 0.01  0.    0.008
 0.008 0.011 0.007 0.005 0.005 0.    0.014 0.    0.001 0.002 0.003 0.003
 0.012 0.013 0.003 0.014 0.006 0.004 0.    0.    0.007 0.011 0.    0.009
 0.012 0.    0.004 0.009 0.015 0.007 0.004 0.    0.009 0.013 0.    0.009
 0.    0.009 0.015 0.    0.    0.    0.014 0.007 0.012 0.011 0.013 0.012
 0.011 0.004 0.013 0.001 0.003 0.    0.011 0.    0.    0.    0.005 0.
 0.003 0.    0.001 0.003 0.011 0.    0.    0.    0.007 0.    0.003 0.015
 0.001 0.003 0.    0.013 0.009 0.015 0.014 0.    0.002 0.005 0.    0.
 0.012 0.014 0.008 0.005 0.    0.014 0.009 0.014 0.006 0.011 0.    0.014
 0.015 0.002 0.006 0.004 0.011 0.    0.013 0.    0.006 0.001 0.009 0.011
 0.    0.012 0.001 0.015 0.01  0.    0.013 0.003 0.003 0.    0.013 0.009
 0.006 0.    0.011 0.001 0.    0.003]",0.43178973717146435
1,"[0.003 0.    0.    0.    0.    0.003 0.009 0.    0.    0.003 0.    0.004
 0.    0.009 0.    0.001 0.    0.009 0.009 0.    0.    0.    0.007 0.009
 0.001 0.01  0.    0.    0.009 0.009 0.002 0.    0.    0.007 0.009 0.
 0.002 0.    0.    0.002 0.001 0.008 0.    0.009 0.005 0.026 0.    0.
 0.    0.008 0.005 0.003 0.004 0.    0.009 0.    0.    0.002 0.002 0.
 0.009 0.009 0.002 0.009 0.049 0.003 0.    0.    0.    0.015 0.037 0.006
 0.009 0.    0.003 0.    0.075 0.005 0.003 0.    0.006 0.009 0.    0.006
 0.    0.006 0.    0.    0.    0.    0.009 0.005 0.009 0.008 0.    0.009
 0.008 0.027 0.009 0.001 0.002 0.    0.    0.    0.    0.    0.003 0.
 0.002 0.    0.001 0.002 0.008 0.    0.    0.    0.005 0.    0.002 0.102
 0.001 0.002 0.    0.009 0.006 0.01  0.    0.    0.002 0.003 0.    0.
 0.009 0.038 0.    0.003 0.    0.009 0.006 0.009 0.004 0.008 0.    0.009
 0.    0.002 0.004 0.003 0.008 0.    0.009 0.049 0.059 0.    0.006 0.008
 0.    0.009 0.001 0.01  0.007 0.    0.009 0.    0.002 0.    0.    0.006
 0.011 0.    0.008 0.001 0.    0.002]",0.4593241551939925
2,"[0.003 0.    0.    0.    0.    0.003 0.009 0.    0.    0.003 0.    0.004
 0.    0.009 0.    0.001 0.    0.009 0.009 0.    0.    0.    0.007 0.009
 0.001 0.01  0.    0.    0.009 0.009 0.002 0.    0.    0.007 0.009 0.
 0.002 0.    0.    0.002 0.001 0.008 0.    0.009 0.005 0.026 0.    0.
 0.    0.008 0.005 0.003 0.004 0.    0.009 0.    0.    0.002 0.002 0.
 0.009 0.009 0.002 0.009 0.049 0.003 0.    0.    0.    0.015 0.037 0.006
 0.009 0.    0.003 0.    0.075 0.005 0.003 0.    0.006 0.009 0.    0.006
 0.    0.006 0.    0.    0.    0.    0.009 0.005 0.009 0.008 0.    0.009
 0.008 0.027 0.009 0.001 0.002 0.    0.    0.    0.    0.    0.003 0.
 0.002 0.    0.001 0.002 0.008 0.    0.    0.    0.005 0.    0.002 0.102
 0.001 0.002 0.    0.009 0.006 0.01  0.    0.    0.002 0.003 0.    0.
 0.009 0.038 0.    0.003 0.    0.009 0.006 0.009 0.004 0.008 0.    0.009
 0.    0.002 0.004 0.003 0.008 0.    0.009 0.049 0.059 0.    0.006 0.008
 0.    0.009 0.001 0.01  0.007 0.    0.009 0.    0.002 0.    0.    0.006
 0.011 0.    0.008 0.001 0.    0.002]",0.4593241551939925
3,"[0.003 0.    0.    0.    0.    0.003 0.009 0.    0.    0.003 0.    0.004
 0.    0.009 0.    0.001 0.    0.009 0.009 0.    0.    0.    0.007 0.009
 0.001 0.01  0.    0.    0.009 0.009 0.002 0.    0.    0.007 0.009 0.
 0.002 0.    0.    0.002 0.001 0.008 0.    0.009 0.005 0.026 0.    0.
 0.    0.008 0.005 0.003 0.004 0.    0.009 0.    0.    0.002 0.002 0.
 0.009 0.009 0.002 0.009 0.049 0.003 0.    0.    0.    0.015 0.037 0.006
 0.009 0.    0.003 0.    0.075 0.005 0.003 0.    0.006 0.009 0.    0.006
 0.    0.006 0.    0.    0.    0.    0.009 0.005 0.009 0.008 0.    0.009
 0.008 0.027 0.009 0.001 0.002 0.    0.    0.    0.    0.    0.003 0.
 0.002 0.    0.001 0.002 0.008 0.    0.    0.    0.005 0.    0.002 0.102
 0.001 0.002 0.    0.009 0.006 0.01  0.    0.    0.002 0.003 0.    0.
 0.009 0.038 0.    0.003 0.    0.009 0.006 0.009 0.004 0.008 0.    0.009
 0.    0.002 0.004 0.003 0.008 0.    0.009 0.049 0.059 0.    0.006 0.008
 0.    0.009 0.001 0.01  0.007 0.    0.009 0.    0.002 0.    0.    0.006
 0.011 0.    0.008 0.001 0.    0.002]",0.4593241551939925
4,"[0.003 0.    0.    0.    0.    0.003 0.009 0.    0.    0.003 0.    0.004
 0.    0.009 0.    0.001 0.    0.009 0.009 0.    0.    0.    0.007 0.009
 0.001 0.01  0.    0.    0.009 0.009 0.002 0.    0.    0.007 0.009 0.
 0.002 0.    0.    0.002 0.001 0.008 0.    0.009 0.005 0.026 0.    0.
 0.    0.008 0.005 0.003 0.004 0.    0.009 0.    0.    0.002 0.002 0.
 0.009 0.009 0.002 0.009 0.049 0.003 0.    0.    0.    0.015 0.037 0.006
 0.009 0.    0.003 0.    0.075 0.005 0.003 0.    0.006 0.009 0.    0.006
 0.    0.006 0.    0.    0.    0.    0.009 0.005 0.009 0.008 0.    0.009
 0.008 0.027 0.009 0.001 0.002 0.    0.    0.    0.    0.    0.003 0.
 0.002 0.    0.001 0.002 0.008 0.    0.    0.    0.005 0.    0.002 0.102
 0.001 0.002 0.    0.009 0.006 0.01  0.    0.    0.002 0.003 0.    0.
 0.009 0.038 0.    0.003 0.    0.009 0.006 0.009 0.004 0.008 0.    0.009
 0.    0.002 0.004 0.003 0.008 0.    0.009 0.049 0.059 0.    0.006 0.008
 0.    0.009 0.001 0.01  0.007 0.    0.009 0.    0.002 0.    0.    0.006
 0.011 0.    0.008 0.001 0.    0.002]",0.4593241551939925
5,"[0.003 0.    0.    0.    0.    0.003 0.009 0.    0.    0.003 0.    0.004
 0.    0.009 0.    0.001 0.    0.009 0.009 0.    0.    0.    0.007 0.009
 0.001 0.01  0.    0.    0.009 0.009 0.002 0.    0.    0.007 0.009 0.
 0.002 0.    0.    0.002 0.001 0.008 0.    0.009 0.005 0.026 0.    0.
 0.    0.008 0.005 0.003 0.004 0.    0.009 0.    0.    0.002 0.002 0.
 0.009 0.009 0.002 0.009 0.049 0.003 0.    0.    0.    0.015 0.037 0.006
 0.009 0.    0.003 0.    0.075 0.005 0.003 0.    0.006 0.009 0.    0.006
 0.    0.006 0.    0.    0.    0.    0.009 0.005 0.009 0.008 0.    0.009
 0.008 0.027 0.009 0.001 0.002 0.    0.    0.    0.    0.    0.003 0.
 0.002 0.    0.001 0.002 0.008 0.    0.    0.    0.005 0.    0.002 0.102
 0.001 0.002 0.    0.009 0.006 0.01  0.    0.    0.002 0.003 0.    0.
 0.009 0.038 0.    0.003 0.    0.009 0.006 0.009 0.004 0.008 0.    0.009
 0.    0.002 0.004 0.003 0.008 0.    0.009 0.049 0.059 0.    0.006 0.008
 0.    0.009 0.001 0.01  0.007 0.    0.009 0.    0.002 0.    0.    0.006
 0.011 0.    0.008 0.001 0.    0.002]",0.4593241551939925
6,"[0.002 0.008 0.    0.    0.    0.    0.    0.    0.031 0.002 0.051 0.002
 0.    0.004 0.    0.003 0.    0.004 0.004 0.    0.    0.    0.052 0.
 0.001 0.    0.    0.    0.004 0.004 0.002 0.    0.    0.003 0.025 0.
 0.002 0.    0.    0.002 0.001 0.    0.    0.004 0.002 0.023 0.    0.008
 0.    0.007 0.    0.002 0.044 0.    0.004 0.039 0.    0.002 0.    0.
 0.004 0.004 0.    0.002 0.025 0.009 0.    0.    0.    0.007 0.019 0.002
 0.004 0.    0.    0.032 0.065 0.033 0.002 0.    0.002 0.004 0.    0.002
 0.    0.002 0.    0.    0.    0.    0.    0.    0.004 0.004 0.    0.004
 0.    0.014 0.004 0.001 0.002 0.    0.    0.    0.    0.02  0.007 0.
 0.    0.    0.001 0.002 0.004 0.    0.    0.02  0.002 0.    0.011 0.051
 0.001 0.06  0.    0.004 0.    0.005 0.    0.    0.    0.002 0.    0.
 0.    0.025 0.    0.04  0.    0.009 0.002 0.004 0.002 0.034 0.    0.004
 0.    0.005 0.002 0.002 0.004 0.    0.004 0.025 0.03  0.    0.    0.004
 0.    0.004 0.    0.    0.003 0.    0.004 0.    0.    0.    0.    0.002
 0.005 0.    0.    0.001 0.    0.002]",0.5556946182728411
7,"[0.002 0.008 0.    0.    0.    0.    0.    0.    0.031 0.002 0.051 0.002
 0.    0.004 0.    0.003 0.    0.004 0.004 0.    0.    0.    0.052 0.
 0.001 0.    0.    0.    0.004 0.004 0.002 0.    0.    0.003 0.025 0.
 0.002 0.    0.    0.002 0.001 0.    0.    0.004 0.002 0.023 0.    0.008
 0.    0.007 0.    0.002 0.044 0.    0.004 0.039 0.    0.002 0.    0.
 0.004 0.004 0.    0.002 0.025 0.009 0.    0.    0.    0.007 0.019 0.002
 0.004 0.    0.    0.032 0.065 0.033 0.002 0.    0.002 0.004 0.    0.002
 0.    0.002 0.    0.    0.    0.    0.    0.    0.004 0.004 0.    0.004
 0.    0.014 0.004 0.001 0.002 0.    0.    0.    0.    0.02  0.007 0.
 0.    0.    0.001 0.002 0.004 0.    0.    0.02  0.002 0.    0.011 0.051
 0.001 0.06  0.    0.004 0.    0.005 0.    0.    0.    0.002 0.    0.
 0.    0.025 0.    0.04  0.    0.009 0.002 0.004 0.002 0.034 0.    0.004
 0.    0.005 0.002 0.002 0.004 0.    0.004 0.025 0.03  0.    0.    0.004
 0.    0.004 0.    0.    0.003 0.    0.004 0.    0.    0.    0.    0.002
 0.005 0.    0.    0.001 0.    0.002]",0.5556946182728411
8,"[0.002 0.008 0.    0.    0.    0.    0.    0.    0.031 0.002 0.051 0.002
 0.    0.004 0.    0.003 0.    0.004 0.004 0.    0.    0.    0.052 0.
 0.001 0.    0.    0.    0.004 0.004 0.002 0.    0.    0.003 0.025 0.
 0.002 0.    0.    0.002 0.001 0.    0.    0.004 0.002 0.023 0.    0.008
 0.    0.007 0.    0.002 0.044 0.    0.004 0.039 0.    0.002 0.    0.
 0.004 0.004 0.    0.002 0.025 0.009 0.    0.    0.    0.007 0.019 0.002
 0.004 0.    0.    0.032 0.065 0.033 0.002 0.    0.002 0.004 0.    0.002
 0.    0.002 0.    0.    0.    0.    0.    0.    0.004 0.004 0.    0.004
 0.    0.014 0.004 0.001 0.002 0.    0.    0.    0.    0.02  0.007 0.
 0.    0.    0.001 0.002 0.004 0.    0.    0.02  0.002 0.    0.011 0.051
 0.001 0.06  0.    0.004 0.    0.005 0.    0.    0.    0.002 0.    0.
 0.    0.025 0.    0.04  0.    0.009 0.002 0.004 0.002 0.034 0.    0.004
 0.    0.005 0.002 0.002 0.004 0.    0.004 0.025 0.03  0.    0.    0.004
 0.    0.004 0.    0.    0.003 0.    0.004 0.    0.    0.    0.    0.002
 0.005 0.    0.    0.001 0.    0.002]",0.5556946182728411
9,"[0.002 0.008 0.    0.    0.    0.    0.    0.    0.031 0.002 0.051 0.002
 0.    0.004 0.    0.003 0.    0.004 0.004 0.    0.    0.    0.052 0.
 0.001 0.    0.    0.    0.004 0.004 0.002 0.    0.    0.003 0.025 0.
 0.002 0.    0.    0.002 0.001 0.    0.    0.004 0.002 0.023 0.    0.008
 0.    0.007 0.    0.002 0.044 0.    0.004 0.039 0.    0.002 0.    0.
 0.004 0.004 0.    0.002 0.025 0.009 0.    0.    0.    0.007 0.019 0.002
 0.004 0.    0.    0.032 0.065 0.033 0.002 0.    0.002 0.004 0.    0.002
 0.    0.002 0.    0.    0.    0.    0.    0.    0.004 0.004 0.    0.004
 0.    0.014 0.004 0.001 0.002 0.    0.    0.    0.    0.02  0.007 0.
 0.    0.    0.001 0.002 0.004 0.    0.    0.02  0.002 0.    0.011 0.051
 0.001 0.06  0.    0.004 0.    0.005 0.    0.    0.    0.002 0.    0.
 0.    0.025 0.    0.04  0.    0.009 0.002 0.004 0.002 0.034 0.    0.004
 0.    0.005 0.002 0.002 0.004 0.    0.004 0.025 0.03  0.    0.    0.004
 0.    0.004 0.    0.    0.003 0.    0.004 0.    0.    0.    0.    0.002
 0.005 0.    0.    0.001 0.    0.002]",0.5556946182728411
